downloaded from Max Planck web site http://www.atmosphere.mpg.de/enid/2295 
on 3 March 2010 by S. Madronich
Structure:	O3
392.52    6.99472e-24
392.53    6.96322e-24
392.54    6.92696e-24
392.55    7.06783e-24
392.56    7.10823e-24
392.57    7.17743e-24
392.58    7.13769e-24
392.59    7.21006e-24
392.60    7.24274e-24
392.61    7.26318e-24
392.62    7.24483e-24
392.63    7.31802e-24
392.64    7.25902e-24
392.65    7.18936e-24
392.66    7.17398e-24
392.67    7.19699e-24
392.68    7.26199e-24
392.69    7.31161e-24
392.70    7.33963e-24
392.71    7.33456e-24
392.72    7.32053e-24
392.73    7.33251e-24
392.74    7.37675e-24
392.75    7.35272e-24
392.76    7.41841e-24
392.77    7.45712e-24
392.78    7.47628e-24
392.79    7.42610e-24
392.80    7.38358e-24
392.81    7.38199e-24
392.82    7.40606e-24
392.83    7.38305e-24
392.84    7.43826e-24
392.85    7.44247e-24
392.86    7.42872e-24
392.87    7.44849e-24
392.88    7.49074e-24
392.89    7.53408e-24
392.90    7.58422e-24
392.91    7.63236e-24
392.92    7.65717e-24
392.93    7.64659e-24
392.94    7.55480e-24
392.95    7.63345e-24
392.96    7.72411e-24
392.97    7.75521e-24
392.98    7.73356e-24
392.99    7.72557e-24
393.00    7.61619e-24
393.01    7.56311e-24
393.02    7.50655e-24
393.03    7.55355e-24
393.04    7.63111e-24
393.05    7.73096e-24
393.06    7.79086e-24
393.07    7.78078e-24
393.08    7.71521e-24
393.09    7.72143e-24
393.10    7.74399e-24
393.11    7.72688e-24
393.12    7.80014e-24
393.13    7.87844e-24
393.14    7.93393e-24
393.15    7.86335e-24
393.16    7.84256e-24
393.17    7.81306e-24
393.18    7.85654e-24
393.19    7.86245e-24
393.20    7.95300e-24
393.21    7.97419e-24
393.22    7.96352e-24
393.23    7.89127e-24
393.24    7.85958e-24
393.25    7.86243e-24
393.26    7.91067e-24
393.27    7.92907e-24
393.28    7.98367e-24
393.29    8.01023e-24
393.30    8.05848e-24
393.31    8.09532e-24
393.32    8.11042e-24
393.33    8.14514e-24
393.34    8.21628e-24
393.35    8.19433e-24
393.36    8.18407e-24
393.37    8.21681e-24
393.38    8.25918e-24
393.39    8.30287e-24
393.40    8.27109e-24
393.41    8.27934e-24
393.42    8.32251e-24
393.43    8.33529e-24
393.44    8.39094e-24
393.45    8.37329e-24
393.46    8.35318e-24
393.47    8.37588e-24
393.48    8.34538e-24
393.49    8.32044e-24
393.50    8.33542e-24
393.51    8.40577e-24
393.52    8.46753e-24
393.53    8.46619e-24
393.54    8.49588e-24
393.55    8.42904e-24
393.56    8.43963e-24
393.57    8.43407e-24
393.58    8.43408e-24
393.59    8.48197e-24
393.60    8.51430e-24
393.61    8.52965e-24
393.62    8.55197e-24
393.63    8.46392e-24
393.64    8.54812e-24
393.65    8.59560e-24
393.66    8.57399e-24
393.67    8.53889e-24
393.68    8.56148e-24
393.69    8.56550e-24
393.70    8.53077e-24
393.71    8.56537e-24
393.72    8.63667e-24
393.73    8.70276e-24
393.74    8.66203e-24
393.75    8.65150e-24
393.76    8.76326e-24
393.77    8.74477e-24
393.78    8.65440e-24
393.79    8.73210e-24
393.80    8.76158e-24
393.81    8.75197e-24
393.82    8.71735e-24
393.83    8.76566e-24
393.84    8.87314e-24
393.85    8.89743e-24
393.86    8.91781e-24
393.87    9.00661e-24
393.88    9.04466e-24
393.89    9.03303e-24
393.90    9.01728e-24
393.91    8.99380e-24
393.92    8.98794e-24
393.93    8.98941e-24
393.94    9.03388e-24
393.95    9.07554e-24
393.96    9.15640e-24
393.97    9.18256e-24
393.98    9.23194e-24
393.99    9.15493e-24
394.00    9.06494e-24
394.01    9.01769e-24
394.02    9.02618e-24
394.03    9.01960e-24
394.04    9.06209e-24
394.05    9.08646e-24
394.06    9.19098e-24
394.07    9.16719e-24
394.08    9.18606e-24
394.09    9.20888e-24
394.10    9.26066e-24
394.11    9.27838e-24
394.12    9.33500e-24
394.13    9.37193e-24
394.14    9.41548e-24
394.15    9.40278e-24
394.16    9.40318e-24
394.17    9.39582e-24
394.18    9.40649e-24
394.19    9.42980e-24
394.20    9.46275e-24
394.21    9.48971e-24
394.22    9.47499e-24
394.23    9.43845e-24
394.24    9.46860e-24
394.25    9.49074e-24
394.26    9.46395e-24
394.27    9.50466e-24
394.28    9.51289e-24
394.29    9.56098e-24
394.30    9.57225e-24
394.31    9.53036e-24
394.32    9.55838e-24
394.33    9.56833e-24
394.34    9.50221e-24
394.35    9.56215e-24
394.36    9.56493e-24
394.37    9.65776e-24
394.38    9.77671e-24
394.39    9.77620e-24
394.40    9.76047e-24
394.41    9.75615e-24
394.42    9.77421e-24
394.43    9.78102e-24
394.44    9.72916e-24
394.45    9.75392e-24
394.46    9.76240e-24
394.47    9.72269e-24
394.48    9.68375e-24
394.49    9.65628e-24
394.50    9.69605e-24
394.51    9.72039e-24
394.52    9.75629e-24
394.53    9.82322e-24
394.54    9.87432e-24
394.55    9.91449e-24
394.56    9.95861e-24
394.57    9.90210e-24
394.58    9.94754e-24
394.59    9.92635e-24
394.60    9.92409e-24
394.61    9.92999e-24
394.62    9.96404e-24
394.63    9.90679e-24
394.64    9.99331e-24
394.65    9.91999e-24
394.66    9.99862e-24
394.67    9.98281e-24
394.68    1.00086e-23
394.69    1.00463e-23
394.70    1.01089e-23
394.71    1.00735e-23
394.72    1.01518e-23
394.73    1.01277e-23
394.74    1.02077e-23
394.75    1.02238e-23
394.76    1.01854e-23
394.77    1.01714e-23
394.78    1.01303e-23
394.79    1.00663e-23
394.80    1.00320e-23
394.81    1.00657e-23
394.82    1.01311e-23
394.83    1.01539e-23
394.84    1.01983e-23
394.85    1.02705e-23
394.86    1.03156e-23
394.87    1.03244e-23
394.88    1.02934e-23
394.89    1.02991e-23
394.90    1.02870e-23
394.91    1.03163e-23
394.92    1.03430e-23
394.93    1.03541e-23
394.94    1.04014e-23
394.95    1.04271e-23
394.96    1.04148e-23
394.97    1.04012e-23
394.98    1.03966e-23
394.99    1.04691e-23
395.00    1.04445e-23
395.01    1.03741e-23
395.02    1.03650e-23
395.03    1.03648e-23
395.04    1.02883e-23
395.05    1.02375e-23
395.06    1.02872e-23
395.07    1.03668e-23
395.08    1.03908e-23
395.09    1.03516e-23
395.10    1.04216e-23
395.11    1.04402e-23
395.12    1.04753e-23
395.13    1.05548e-23
395.14    1.06029e-23
395.15    1.06168e-23
395.16    1.06027e-23
395.17    1.05336e-23
395.18    1.05340e-23
395.19    1.04759e-23
395.20    1.05318e-23
395.21    1.05034e-23
395.22    1.04514e-23
395.23    1.05450e-23
395.24    1.05490e-23
395.25    1.05478e-23
395.26    1.05522e-23
395.27    1.05599e-23
395.28    1.05469e-23
395.29    1.04465e-23
395.30    1.04125e-23
395.31    1.04734e-23
395.32    1.04611e-23
395.33    1.05710e-23
395.34    1.06072e-23
395.35    1.07086e-23
395.36    1.07186e-23
395.37    1.06199e-23
395.38    1.05497e-23
395.39    1.05468e-23
395.40    1.05058e-23
395.41    1.05570e-23
395.42    1.04928e-23
395.43    1.05306e-23
395.44    1.05458e-23
395.45    1.05564e-23
395.46    1.05964e-23
395.47    1.07261e-23
395.48    1.07107e-23
395.49    1.06829e-23
395.50    1.05532e-23
395.51    1.04799e-23
395.52    1.04808e-23
395.53    1.05248e-23
395.54    1.05786e-23
395.55    1.07145e-23
395.56    1.07346e-23
395.57    1.06665e-23
395.58    1.06285e-23
395.59    1.05813e-23
395.60    1.06069e-23
395.61    1.06633e-23
395.62    1.07273e-23
395.63    1.08054e-23
395.64    1.08515e-23
395.65    1.08335e-23
395.66    1.08442e-23
395.67    1.08092e-23
395.68    1.07713e-23
395.69    1.07117e-23
395.70    1.06316e-23
395.71    1.05479e-23
395.72    1.05873e-23
395.73    1.06297e-23
395.74    1.06556e-23
395.75    1.06841e-23
395.76    1.06619e-23
395.77    1.06237e-23
395.78    1.05799e-23
395.79    1.05709e-23
395.80    1.06615e-23
395.81    1.07210e-23
395.82    1.07155e-23
395.83    1.07091e-23
395.84    1.07303e-23
395.85    1.06861e-23
395.86    1.06232e-23
395.87    1.06604e-23
395.88    1.06804e-23
395.89    1.06626e-23
395.90    1.06607e-23
395.91    1.06972e-23
395.92    1.07594e-23
395.93    1.07201e-23
395.94    1.06784e-23
395.95    1.07044e-23
395.96    1.06829e-23
395.97    1.05975e-23
395.98    1.06029e-23
395.99    1.06112e-23
396.00    1.05864e-23
396.01    1.05706e-23
396.02    1.05774e-23
396.03    1.06218e-23
396.04    1.06256e-23
396.05    1.06410e-23
396.06    1.06651e-23
396.07    1.06482e-23
396.08    1.05911e-23
396.09    1.05950e-23
396.10    1.05553e-23
396.11    1.05771e-23
396.12    1.05997e-23
396.13    1.06404e-23
396.14    1.06018e-23
396.15    1.05989e-23
396.16    1.05911e-23
396.17    1.06203e-23
396.18    1.05991e-23
396.19    1.06247e-23
396.20    1.06370e-23
396.21    1.05731e-23
396.22    1.05020e-23
396.23    1.04966e-23
396.24    1.04561e-23
396.25    1.04429e-23
396.26    1.04049e-23
396.27    1.04121e-23
396.28    1.04028e-23
396.29    1.04457e-23
396.30    1.04827e-23
396.31    1.05299e-23
396.32    1.05149e-23
396.33    1.05711e-23
396.34    1.05875e-23
396.35    1.05948e-23
396.36    1.05774e-23
396.37    1.05770e-23
396.38    1.05440e-23
396.39    1.05046e-23
396.40    1.04364e-23
396.41    1.04848e-23
396.42    1.04859e-23
396.43    1.04726e-23
396.44    1.04897e-23
396.45    1.04573e-23
396.46    1.04744e-23
396.47    1.04510e-23
396.48    1.04191e-23
396.49    1.04688e-23
396.50    1.05235e-23
396.51    1.05065e-23
396.52    1.04992e-23
396.53    1.04666e-23
396.54    1.04540e-23
396.55    1.03762e-23
396.56    1.02840e-23
396.57    1.02579e-23
396.58    1.02625e-23
396.59    1.02291e-23
396.60    1.02802e-23
396.61    1.03195e-23
396.62    1.03227e-23
396.63    1.03219e-23
396.64    1.01850e-23
396.65    1.00860e-23
396.66    1.00491e-23
396.67    1.00515e-23
396.68    1.01512e-23
396.69    1.02139e-23
396.70    1.02991e-23
396.71    1.03550e-23
396.72    1.03475e-23
396.73    1.03429e-23
396.74    1.03235e-23
396.75    1.02482e-23
396.76    1.01983e-23
396.77    1.01033e-23
396.78    1.00832e-23
396.79    1.00380e-23
396.80    1.01209e-23
396.81    1.01885e-23
396.82    1.02337e-23
396.83    1.02512e-23
396.84    1.02301e-23
396.85    1.01634e-23
396.86    1.01562e-23
396.87    1.01030e-23
396.88    1.01337e-23
396.89    1.01755e-23
396.90    1.02146e-23
396.91    1.02099e-23
396.92    1.01965e-23
396.93    1.01670e-23
396.94    1.01307e-23
396.95    1.00536e-23
396.96    1.00272e-23
396.97    1.00011e-23
396.98    9.93827e-24
396.99    9.87985e-24
397.00    9.89838e-24
397.01    9.89990e-24
397.02    9.88779e-24
397.03    9.97934e-24
397.04    1.00829e-23
397.05    1.01283e-23
397.06    1.01501e-23
397.07    1.01024e-23
397.08    1.00875e-23
397.09    9.98273e-24
397.10    9.82199e-24
397.11    9.75758e-24
397.12    9.79117e-24
397.13    9.85541e-24
397.14    9.97489e-24
397.15    9.97973e-24
397.16    1.00979e-23
397.17    1.01268e-23
397.18    1.00234e-23
397.19    9.93835e-24
397.20    9.97001e-24
397.21    9.99864e-24
397.22    1.00129e-23
397.23    1.00130e-23
397.24    1.01141e-23
397.25    1.01249e-23
397.26    1.01295e-23
397.27    1.01102e-23
397.28    1.00968e-23
397.29    1.00359e-23
397.30    9.94717e-24
397.31    9.94855e-24
397.32    9.94839e-24
397.33    9.88884e-24
397.34    9.91043e-24
397.35    9.86567e-24
397.36    9.85270e-24
397.37    9.83540e-24
397.38    9.80154e-24
397.39    9.79795e-24
397.40    9.87980e-24
397.41    9.84561e-24
397.42    9.78239e-24
397.43    9.74384e-24
397.44    9.79863e-24
397.45    9.83069e-24
397.46    9.87818e-24
397.47    9.92730e-24
397.48    9.98837e-24
397.49    9.89515e-24
397.50    9.83069e-24
397.51    9.87082e-24
397.52    9.88427e-24
397.53    9.86612e-24
397.54    9.91605e-24
397.55    9.96644e-24
397.56    9.91671e-24
397.57    9.87214e-24
397.58    9.88773e-24
397.59    9.96622e-24
397.60    9.95723e-24
397.61    9.84149e-24
397.62    9.69915e-24
397.63    9.67811e-24
397.64    9.67809e-24
397.65    9.63505e-24
397.66    9.72218e-24
397.67    9.83507e-24
397.68    9.88377e-24
397.69    9.81837e-24
397.70    9.78105e-24
397.71    9.74219e-24
397.72    9.74791e-24
397.73    9.72076e-24
397.74    9.77893e-24
397.75    9.72500e-24
397.76    9.70479e-24
397.77    9.66400e-24
397.78    9.65284e-24
397.79    9.65635e-24
397.80    9.73085e-24
397.81    9.77805e-24
397.82    9.77745e-24
397.83    9.74725e-24
397.84    9.69897e-24
397.85    9.61722e-24
397.86    9.59891e-24
397.87    9.65489e-24
397.88    9.63729e-24
397.89    9.64821e-24
397.90    9.67739e-24
397.91    9.80666e-24
397.92    9.80468e-24
397.93    9.79750e-24
397.94    9.78462e-24
397.95    9.74754e-24
397.96    9.71613e-24
397.97    9.68530e-24
397.98    9.68436e-24
397.99    9.72759e-24
398.00    9.69130e-24
398.01    9.62612e-24
398.02    9.61290e-24
398.03    9.72950e-24
398.04    9.82776e-24
398.05    9.86621e-24
398.06    9.88668e-24
398.07    9.77107e-24
398.08    9.66797e-24
398.09    9.56344e-24
398.10    9.48943e-24
398.11    9.56805e-24
398.12    9.65461e-24
398.13    9.69824e-24
398.14    9.67484e-24
398.15    9.64686e-24
398.16    9.67343e-24
398.17    9.66562e-24
398.18    9.69810e-24
398.19    9.82935e-24
398.20    9.91651e-24
398.21    9.89820e-24
398.22    9.79173e-24
398.23    9.76312e-24
398.24    9.66897e-24
398.25    9.55895e-24
398.26    9.57696e-24
398.27    9.58195e-24
398.28    9.57524e-24
398.29    9.53345e-24
398.30    9.53414e-24
398.31    9.66028e-24
398.32    9.61530e-24
398.33    9.64287e-24
398.34    9.61638e-24
398.35    9.63117e-24
398.36    9.56128e-24
398.37    9.56276e-24
398.38    9.62904e-24
398.39    9.75115e-24
398.40    9.72281e-24
398.41    9.72448e-24
398.42    9.59953e-24
398.43    9.60914e-24
398.44    9.49260e-24
398.45    9.55152e-24
398.46    9.53368e-24
398.47    9.56033e-24
398.48    9.51652e-24
398.49    9.57964e-24
398.50    9.58536e-24
398.51    9.62270e-24
398.52    9.67676e-24
398.53    9.70482e-24
398.54    9.68884e-24
398.55    9.78376e-24
398.56    9.67430e-24
398.57    9.81081e-24
398.58    9.83449e-24
398.59    9.79856e-24
398.60    9.78275e-24
398.61    9.65083e-24
398.62    9.61286e-24
398.63    9.56930e-24
398.64    9.43704e-24
398.65    9.51877e-24
398.66    9.54370e-24
398.67    9.54205e-24
398.68    9.65580e-24
398.69    9.66314e-24
398.70    9.72345e-24
398.71    9.68553e-24
398.72    9.70615e-24
398.73    9.81525e-24
398.74    9.76894e-24
398.75    9.80040e-24
398.76    9.91447e-24
398.77    9.83643e-24
398.78    9.76190e-24
398.79    9.64069e-24
398.80    9.63146e-24
398.81    9.66485e-24
398.82    9.62528e-24
398.83    9.70558e-24
398.84    9.72374e-24
398.85    9.79472e-24
398.86    9.83198e-24
398.87    9.93005e-24
398.88    1.00094e-23
398.89    1.00142e-23
398.90    1.00026e-23
398.91    1.00715e-23
398.92    1.00724e-23
398.93    1.01135e-23
398.94    1.00141e-23
398.95    9.95369e-24
398.96    9.81565e-24
398.97    9.66195e-24
398.98    9.73139e-24
398.99    9.90913e-24
399.00    9.99366e-24
399.01    9.95120e-24
399.02    1.00083e-23
399.03    1.01294e-23
399.04    1.00219e-23
399.05    1.00296e-23
399.06    1.02200e-23
399.07    1.01860e-23
399.08    1.00926e-23
399.09    9.95850e-24
399.10    1.00045e-23
399.11    1.00644e-23
399.12    9.91640e-24
399.13    9.97194e-24
399.14    1.00434e-23
399.15    9.98673e-24
399.16    1.00637e-23
399.17    1.00205e-23
399.18    1.00723e-23
399.19    1.01248e-23
399.20    1.01386e-23
399.21    1.01463e-23
399.22    1.01111e-23
399.23    1.01382e-23
399.24    1.03108e-23
399.25    1.03221e-23
399.26    1.02929e-23
399.27    1.02552e-23
399.28    1.01682e-23
399.29    9.98275e-24
399.30    9.99322e-24
399.31    1.01214e-23
399.32    1.03136e-23
399.33    1.04561e-23
399.34    1.05316e-23
399.35    1.06360e-23
399.36    1.04742e-23
399.37    1.03229e-23
399.38    1.03466e-23
399.39    1.02409e-23
399.40    1.02287e-23
399.41    1.02213e-23
399.42    1.03312e-23
399.43    1.03557e-23
399.44    1.03951e-23
399.45    1.03477e-23
399.46    1.02509e-23
399.47    1.01791e-23
399.48    1.02585e-23
399.49    1.01641e-23
399.50    1.02456e-23
399.51    1.01975e-23
399.52    1.02637e-23
399.53    1.01951e-23
399.54    1.02127e-23
399.55    1.02437e-23
399.56    1.03949e-23
399.57    1.04669e-23
399.58    1.05763e-23
399.59    1.05430e-23
399.60    1.05784e-23
399.61    1.05164e-23
399.62    1.05706e-23
399.63    1.04589e-23
399.64    1.04133e-23
399.65    1.03951e-23
399.66    1.05182e-23
399.67    1.05757e-23
399.68    1.06501e-23
399.69    1.06802e-23
399.70    1.07445e-23
399.71    1.07084e-23
399.72    1.07161e-23
399.73    1.08685e-23
399.74    1.10274e-23
399.75    1.09639e-23
399.76    1.07932e-23
399.77    1.07456e-23
399.78    1.06181e-23
399.79    1.06186e-23
399.80    1.06562e-23
399.81    1.08022e-23
399.82    1.07122e-23
399.83    1.07032e-23
399.84    1.06451e-23
399.85    1.08175e-23
399.86    1.08308e-23
399.87    1.08987e-23
399.88    1.07706e-23
399.89    1.06262e-23
399.90    1.05844e-23
399.91    1.05476e-23
399.92    1.05382e-23
399.93    1.06506e-23
399.94    1.06996e-23
399.95    1.07281e-23
399.96    1.07027e-23
399.97    1.08345e-23
399.98    1.11739e-23
399.99    1.12020e-23
400.00    1.12859e-23
400.01    1.12559e-23
400.02    1.11990e-23
400.03    1.09480e-23
400.04    1.09080e-23
400.05    1.09367e-23
400.06    1.09942e-23
400.07    1.09821e-23
400.08    1.11229e-23
400.09    1.11913e-23
400.10    1.12488e-23
400.11    1.11106e-23
400.12    1.12053e-23
400.13    1.11878e-23
400.14    1.12472e-23
400.15    1.13437e-23
400.16    1.14378e-23
400.17    1.14414e-23
400.18    1.14062e-23
400.19    1.14376e-23
400.20    1.15347e-23
400.21    1.15835e-23
400.22    1.17241e-23
400.23    1.17019e-23
400.24    1.15372e-23
400.25    1.13501e-23
400.26    1.11411e-23
400.27    1.10348e-23
400.28    1.10190e-23
400.29    1.10655e-23
400.30    1.11010e-23
400.31    1.11902e-23
400.32    1.13561e-23
400.33    1.15798e-23
400.34    1.16814e-23
400.35    1.16628e-23
400.36    1.17379e-23
400.37    1.16998e-23
400.38    1.17133e-23
400.39    1.17971e-23
400.40    1.18383e-23
400.41    1.19195e-23
400.42    1.18410e-23
400.43    1.16321e-23
400.44    1.14910e-23
400.45    1.14007e-23
400.46    1.13955e-23
400.47    1.13938e-23
400.48    1.14288e-23
400.49    1.16183e-23
400.50    1.16387e-23
400.51    1.16621e-23
400.52    1.17635e-23
400.53    1.18174e-23
400.54    1.19678e-23
400.55    1.19653e-23
400.56    1.20299e-23
400.57    1.20934e-23
400.58    1.19811e-23
400.59    1.20181e-23
400.60    1.20261e-23
400.61    1.21362e-23
400.62    1.21780e-23
400.63    1.18960e-23
400.64    1.18394e-23
400.65    1.18356e-23
400.66    1.17343e-23
400.67    1.17650e-23
400.68    1.18421e-23
400.69    1.20049e-23
400.70    1.19462e-23
400.71    1.18336e-23
400.72    1.19311e-23
400.73    1.20446e-23
400.74    1.19824e-23
400.75    1.20755e-23
400.76    1.21912e-23
400.77    1.21173e-23
400.78    1.20989e-23
400.79    1.21277e-23
400.80    1.21544e-23
400.81    1.22453e-23
400.82    1.22687e-23
400.83    1.23929e-23
400.84    1.23837e-23
400.85    1.22653e-23
400.86    1.22724e-23
400.87    1.23885e-23
400.88    1.25081e-23
400.89    1.27200e-23
400.90    1.27424e-23
400.91    1.28145e-23
400.92    1.28249e-23
400.93    1.27532e-23
400.94    1.26209e-23
400.95    1.26022e-23
400.96    1.25917e-23
400.97    1.26288e-23
400.98    1.25142e-23
400.99    1.26233e-23
401.00    1.28150e-23
401.01    1.28729e-23
401.02    1.28468e-23
401.03    1.29411e-23
401.04    1.29724e-23
401.05    1.28918e-23
401.06    1.27775e-23
401.07    1.27685e-23
401.08    1.28606e-23
401.09    1.28239e-23
401.10    1.26909e-23
401.11    1.26257e-23
401.12    1.26818e-23
401.13    1.25859e-23
401.14    1.25890e-23
401.15    1.26347e-23
401.16    1.28734e-23
401.17    1.30232e-23
401.18    1.31473e-23
401.19    1.32379e-23
401.20    1.33023e-23
401.21    1.30995e-23
401.22    1.28719e-23
401.23    1.27277e-23
401.24    1.28389e-23
401.25    1.29058e-23
401.26    1.30722e-23
401.27    1.32965e-23
401.28    1.32458e-23
401.29    1.31661e-23
401.30    1.31625e-23
401.31    1.32535e-23
401.32    1.33910e-23
401.33    1.33412e-23
401.34    1.33256e-23
401.35    1.32973e-23
401.36    1.31322e-23
401.37    1.31659e-23
401.38    1.31420e-23
401.39    1.33384e-23
401.40    1.33910e-23
401.41    1.33458e-23
401.42    1.33077e-23
401.43    1.32259e-23
401.44    1.32393e-23
401.45    1.33524e-23
401.46    1.32510e-23
401.47    1.33070e-23
401.48    1.33112e-23
401.49    1.32983e-23
401.50    1.33293e-23
401.51    1.32714e-23
401.52    1.34124e-23
401.53    1.36046e-23
401.54    1.36943e-23
401.55    1.37180e-23
401.56    1.36968e-23
401.57    1.38129e-23
401.58    1.39092e-23
401.59    1.37676e-23
401.60    1.37822e-23
401.61    1.37154e-23
401.62    1.36865e-23
401.63    1.36021e-23
401.64    1.34896e-23
401.65    1.36868e-23
401.66    1.37889e-23
401.67    1.38485e-23
401.68    1.39170e-23
401.69    1.39082e-23
401.70    1.38987e-23
401.71    1.38357e-23
401.72    1.37536e-23
401.73    1.36883e-23
401.74    1.36257e-23
401.75    1.35787e-23
401.76    1.36525e-23
401.77    1.36312e-23
401.78    1.36521e-23
401.79    1.38374e-23
401.80    1.38987e-23
401.81    1.38214e-23
401.82    1.38227e-23
401.83    1.38126e-23
401.84    1.38864e-23
401.85    1.38427e-23
401.86    1.38938e-23
401.87    1.41013e-23
401.88    1.40772e-23
401.89    1.39974e-23
401.90    1.39444e-23
401.91    1.40135e-23
401.92    1.39464e-23
401.93    1.38636e-23
401.94    1.37497e-23
401.95    1.38276e-23
401.96    1.39379e-23
401.97    1.40288e-23
401.98    1.41080e-23
401.99    1.43034e-23
402.00    1.42970e-23
402.01    1.43570e-23
402.02    1.42683e-23
402.03    1.42739e-23
402.04    1.43060e-23
402.05    1.42280e-23
402.06    1.42655e-23
402.07    1.43523e-23
402.08    1.43596e-23
402.09    1.42828e-23
402.10    1.42025e-23
402.11    1.40945e-23
402.12    1.41209e-23
402.13    1.41400e-23
402.14    1.43984e-23
402.15    1.46104e-23
402.16    1.47724e-23
402.17    1.46780e-23
402.18    1.46487e-23
402.19    1.45733e-23
402.20    1.44345e-23
402.21    1.42938e-23
402.22    1.43181e-23
402.23    1.42541e-23
402.24    1.42257e-23
402.25    1.42934e-23
402.26    1.43647e-23
402.27    1.44554e-23
402.28    1.45848e-23
402.29    1.47544e-23
402.30    1.48221e-23
402.31    1.48118e-23
402.32    1.47578e-23
402.33    1.48597e-23
402.34    1.47926e-23
402.35    1.48465e-23
402.36    1.48202e-23
402.37    1.47469e-23
402.38    1.45902e-23
402.39    1.45312e-23
402.40    1.44814e-23
402.41    1.45643e-23
402.42    1.45529e-23
402.43    1.47237e-23
402.44    1.48560e-23
402.45    1.50107e-23
402.46    1.50610e-23
402.47    1.51204e-23
402.48    1.51196e-23
402.49    1.49697e-23
402.50    1.46279e-23
402.51    1.44768e-23
402.52    1.44327e-23
402.53    1.43560e-23
402.54    1.43004e-23
402.55    1.44448e-23
402.56    1.45207e-23
402.57    1.46225e-23
402.58    1.45888e-23
402.59    1.46889e-23
402.60    1.47779e-23
402.61    1.48410e-23
402.62    1.48220e-23
402.63    1.47600e-23
402.64    1.47264e-23
402.65    1.47423e-23
402.66    1.46554e-23
402.67    1.47216e-23
402.68    1.47001e-23
402.69    1.46936e-23
402.70    1.46269e-23
402.71    1.46041e-23
402.72    1.46296e-23
402.73    1.45529e-23
402.74    1.45602e-23
402.75    1.46670e-23
402.76    1.46433e-23
402.77    1.46440e-23
402.78    1.47660e-23
402.79    1.50403e-23
402.80    1.50206e-23
402.81    1.49243e-23
402.82    1.50240e-23
402.83    1.50608e-23
402.84    1.49019e-23
402.85    1.48277e-23
402.86    1.48621e-23
402.87    1.49004e-23
402.88    1.48768e-23
402.89    1.48267e-23
402.90    1.49649e-23
402.91    1.48995e-23
402.92    1.48154e-23
402.93    1.48325e-23
402.94    1.48048e-23
402.95    1.48374e-23
402.96    1.49712e-23
402.97    1.49505e-23
402.98    1.49420e-23
402.99    1.49226e-23
403.00    1.49306e-23
403.01    1.49016e-23
403.02    1.48070e-23
403.03    1.47938e-23
403.04    1.48405e-23
403.05    1.48768e-23
403.06    1.48554e-23
403.07    1.50096e-23
403.08    1.50686e-23
403.09    1.50709e-23
403.10    1.49717e-23
403.11    1.49150e-23
403.12    1.48333e-23
403.13    1.48116e-23
403.14    1.48014e-23
403.15    1.48214e-23
403.16    1.47991e-23
403.17    1.48469e-23
403.18    1.48957e-23
403.19    1.49284e-23
403.20    1.49518e-23
403.21    1.49997e-23
403.22    1.50039e-23
403.23    1.48467e-23
403.24    1.47283e-23
403.25    1.47263e-23
403.26    1.46801e-23
403.27    1.47074e-23
403.28    1.48550e-23
403.29    1.50156e-23
403.30    1.51164e-23
403.31    1.51909e-23
403.32    1.52117e-23
403.33    1.52426e-23
403.34    1.51784e-23
403.35    1.50478e-23
403.36    1.49247e-23
403.37    1.48263e-23
403.38    1.47079e-23
403.39    1.46416e-23
403.40    1.47102e-23
403.41    1.47138e-23
403.42    1.49139e-23
403.43    1.50814e-23
403.44    1.52394e-23
403.45    1.52636e-23
403.46    1.50991e-23
403.47    1.50306e-23
403.48    1.49770e-23
403.49    1.48688e-23
403.50    1.48715e-23
403.51    1.50245e-23
403.52    1.50470e-23
403.53    1.50525e-23
403.54    1.50658e-23
403.55    1.49940e-23
403.56    1.49156e-23
403.57    1.49851e-23
403.58    1.49739e-23
403.59    1.50894e-23
403.60    1.50676e-23
403.61    1.51588e-23
403.62    1.52047e-23
403.63    1.50020e-23
403.64    1.48722e-23
403.65    1.48043e-23
403.66    1.46926e-23
403.67    1.48353e-23
403.68    1.49142e-23
403.69    1.50304e-23
403.70    1.51175e-23
403.71    1.50436e-23
403.72    1.49029e-23
403.73    1.47510e-23
403.74    1.46863e-23
403.75    1.48580e-23
403.76    1.49463e-23
403.77    1.50576e-23
403.78    1.50142e-23
403.79    1.49256e-23
403.80    1.47825e-23
403.81    1.47764e-23
403.82    1.49487e-23
403.83    1.50201e-23
403.84    1.51612e-23
403.85    1.52081e-23
403.86    1.50036e-23
403.87    1.49042e-23
403.88    1.47596e-23
403.89    1.48568e-23
403.90    1.49682e-23
403.91    1.49662e-23
403.92    1.49757e-23
403.93    1.48416e-23
403.94    1.46553e-23
403.95    1.45705e-23
403.96    1.46355e-23
403.97    1.47401e-23
403.98    1.48548e-23
403.99    1.50044e-23
404.00    1.51051e-23
404.01    1.49665e-23
404.02    1.49513e-23
404.03    1.48942e-23
404.04    1.47397e-23
404.05    1.46763e-23
404.06    1.46601e-23
404.07    1.47727e-23
404.08    1.48667e-23
404.09    1.47208e-23
404.10    1.46966e-23
404.11    1.46941e-23
404.12    1.45314e-23
